,0.001,0.003,0.01,0.03,0.1,0.3,1,3,10,30,100,300
"3,100",5.44E+04,3.84E+04,1.62E+03,-4.53E+04,-9.18E+04,-1.21E+05,-1.40E+05,-1.50E+05,-1.57E+05,-1.60E+05,-1.62E+05,-1.63E+05
"3,200",6.04E+04,5.03E+04,2.34E+04,-1.89E+04,-7.00E+04,-1.06E+05,-1.31E+05,-1.44E+05,-1.52E+05,-1.57E+05,-1.59E+05,-1.61E+05
"3,400",6.80E+04,6.40E+04,5.16E+04,2.49E+04,-2.30E+04,-6.92E+04,-1.07E+05,-1.28E+05,-1.42E+05,-1.49E+05,-1.53E+05,-1.56E+05
"3,600",7.34E+04,7.17E+04,6.62E+04,5.23E+04,1.86E+04,-2.75E+04,-7.60E+04,-1.07E+05,-1.29E+05,-1.40E+05,-1.46E+05,-1.50E+05
"3,800",7.80E+04,7.72E+04,7.47E+04,6.78E+04,4.79E+04,1.15E+04,-4.05E+04,-8.16E+04,-1.12E+05,-1.28E+05,-1.38E+05,-1.44E+05
"4,000",8.23E+04,8.20E+04,8.07E+04,7.72E+04,6.62E+04,4.18E+04,-4.44E+03,-5.15E+04,-9.13E+04,-1.14E+05,-1.29E+05,-1.37E+05
"4,200",8.65E+04,8.63E+04,8.57E+04,8.39E+04,7.78E+04,6.27E+04,2.72E+04,-1.96E+04,-6.74E+04,-9.78E+04,-1.18E+05,-1.29E+05
"4,400",9.07E+04,9.06E+04,9.02E+04,8.92E+04,8.58E+04,7.67E+04,5.19E+04,1.10E+04,-4.10E+04,-7.88E+04,-1.05E+05,-1.20E+05
"4,600",9.49E+04,9.48E+04,9.46E+04,9.40E+04,9.20E+04,8.65E+04,6.99E+04,3.75E+04,-1.37E+04,-5.75E+04,-9.09E+04,-1.09E+05
"4,800",9.91E+04,9.90E+04,9.88E+04,9.85E+04,9.72E+04,9.38E+04,8.29E+04,5.89E+04,1.27E+04,-3.46E+04,-7.48E+04,-9.80E+04
"5,000",1.03E+05,1.03E+05,1.03E+05,1.03E+05,1.02E+05,9.98E+04,9.26E+04,7.53E+04,3.66E+04,-1.11E+04,-5.71E+04,-8.55E+04
"5,200",1.08E+05,1.07E+05,1.07E+05,1.07E+05,1.07E+05,1.05E+05,1.00E+05,8.80E+04,5.70E+04,1.20E+04,-3.83E+04,-7.18E+04
"5,400",1.12E+05,1.12E+05,1.11E+05,1.11E+05,1.11E+05,1.10E+05,1.07E+05,9.79E+04,7.38E+04,3.35E+04,-1.87E+04,-5.71E+04
"5,600",1.16E+05,1.16E+05,1.16E+05,1.16E+05,1.15E+05,1.15E+05,1.12E+05,1.06E+05,8.76E+04,5.29E+04,9.70E+02,-4.16E+04
"5,800",1.21E+05,1.21E+05,1.20E+05,1.20E+05,1.20E+05,1.19E+05,1.17E+05,1.13E+05,9.88E+04,6.98E+04,2.03E+04,-2.54E+04
"6,000",1.26E+05,1.25E+05,1.25E+05,1.24E+05,1.24E+05,1.23E+05,1.22E+05,1.19E+05,1.08E+05,8.44E+04,3.86E+04,-8.89E+03
"6,300",1.35E+05,1.33E+05,1.32E+05,1.31E+05,1.30E+05,1.30E+05,1.29E+05,1.27E+05,1.20E+05,1.02E+05,6.36E+04,1.59E+04
"6,600",1.46E+05,1.42E+05,1.39E+05,1.38E+05,1.37E+05,1.36E+05,1.36E+05,1.34E+05,1.29E+05,1.17E+05,8.51E+04,3.99E+04
"7,000",1.66E+05,1.57E+05,1.51E+05,1.48E+05,1.46E+05,1.45E+05,1.45E+05,1.43E+05,1.40E+05,1.32E+05,1.09E+05,6.93E+04
"7,300",1.87E+05,1.71E+05,1.62E+05,1.57E+05,1.54E+05,1.53E+05,1.51E+05,1.50E+05,1.48E+05,1.41E+05,1.23E+05,8.89E+04
"7,600",2.15E+05,1.90E+05,1.75E+05,1.67E+05,1.63E+05,1.60E+05,1.58E+05,1.57E+05,1.55E+05,1.50E+05,1.36E+05,1.06E+05
"8,000",2.70E+05,2.26E+05,1.98E+05,1.84E+05,1.76E+05,1.71E+05,1.68E+05,1.66E+05,1.64E+05,1.61E+05,1.50E+05,1.27E+05
"8,300",3.28E+05,2.62E+05,2.21E+05,2.00E+05,1.87E+05,1.80E+05,1.76E+05,1.74E+05,1.71E+05,1.68E+05,1.60E+05,1.40E+05
"8,600",4.05E+05,3.10E+05,2.50E+05,2.20E+05,2.01E+05,1.91E+05,1.85E+05,1.81E+05,1.79E+05,1.76E+05,1.68E+05,1.52E+05
"9,000",5.44E+05,3.97E+05,3.02E+05,2.53E+05,2.23E+05,2.07E+05,1.97E+05,1.92E+05,1.89E+05,1.86E+05,1.79E+05,1.66E+05
"9,300",6.77E+05,4.83E+05,3.54E+05,2.86E+05,2.43E+05,2.22E+05,2.08E+05,2.01E+05,1.96E+05,1.93E+05,1.87E+05,1.76E+05
"9,600",8.31E+05,5.88E+05,4.17E+05,3.26E+05,2.68E+05,2.39E+05,2.20E+05,2.11E+05,2.05E+05,2.01E+05,1.95E+05,1.85E+05
"10,000",1.06E+06,7.59E+05,5.25E+05,3.93E+05,3.10E+05,2.66E+05,2.39E+05,2.25E+05,2.16E+05,2.11E+05,2.06E+05,1.97E+05
