-2.998424430704008103e-02,6.088177391082755241e-02,1.000000000000000000e+00
-2.991787504662393390e-02,6.089930420386149151e-02,1.000000000000000000e+00
-2.985315329687987518e-02,6.090842535705821154e-02,1.000000000000000000e+00
-2.978922354341994108e-02,6.091350404316445144e-02,1.000000000000000000e+00
-2.972577583601179047e-02,6.091612229430524300e-02,1.000000000000000000e+00
-2.966265823962559514e-02,6.091705560949688819e-02,1.000000000000000000e+00
-2.959978359168148956e-02,6.091674887953002493e-02,1.000000000000000000e+00
-2.953709670433742052e-02,6.091548379137341762e-02,1.000000000000000000e+00
-2.947456016873240686e-02,6.091345128542902110e-02,1.000000000000000000e+00
-2.941214732347031263e-02,6.091078744543767381e-02,1.000000000000000000e+00
-2.934983842122690714e-02,6.090759306468735562e-02,1.000000000000000000e+00
-2.928761838263070280e-02,6.090394511053972421e-02,1.000000000000000000e+00
-2.922547540384387924e-02,6.089990383154456066e-02,1.000000000000000000e+00
-2.916340005328419901e-02,6.089551736790566050e-02,1.000000000000000000e+00
-2.910138466333968624e-02,6.089082485625955249e-02,1.000000000000000000e+00
-2.903942290769351633e-02,6.088585858707242643e-02,1.000000000000000000e+00
-2.897750949968090281e-02,6.088064554427138897e-02,1.000000000000000000e+00
-2.891563997201318167e-02,6.087520852956563450e-02,1.000000000000000000e+00
-2.885381051266585131e-02,6.086956700009833049e-02,1.000000000000000000e+00
-2.879201784043805556e-02,6.086373770360962304e-02,1.000000000000000000e+00
-2.873025910910934760e-02,6.085773516763465923e-02,1.000000000000000000e+00
-2.866853183258650031e-02,6.085157208156551784e-02,1.000000000000000000e+00
-2.860683382570751790e-02,6.084525959879642787e-02,1.000000000000000000e+00
-2.854516315689584888e-02,6.083880757838357189e-02,1.000000000000000000e+00
-2.848351810990228106e-02,6.083222478032034031e-02,1.000000000000000000e+00
-2.842189715259965666e-02,6.082551902481355549e-02,1.000000000000000000e+00
-2.836029891131144551e-02,6.081869732331443568e-02,1.000000000000000000e+00
-2.829872214952588658e-02,6.081176598716471482e-02,1.000000000000000000e+00
-2.823716575011793808e-02,6.080473071833845944e-02,1.000000000000000000e+00
-2.817562870040091899e-02,6.079759668574077902e-02,1.000000000000000000e+00
-2.811411007947883442e-02,6.079036858976337443e-02,1.000000000000000000e+00
-2.805260904748306874e-02,6.078305071722212016e-02,1.000000000000000000e+00
-2.799112483636297111e-02,6.077564698836320639e-02,1.000000000000000000e+00
-2.792965674196608294e-02,6.076816099728696297e-02,1.000000000000000000e+00
-2.786820411719494878e-02,6.076059604687641946e-02,1.000000000000000000e+00
-2.780676636606786017e-02,6.075295517911225018e-02,1.000000000000000000e+00
-2.774534293854238887e-02,6.074524120149404904e-02,1.000000000000000000e+00
-2.768393332598598905e-02,6.073745671015930159e-02,1.000000000000000000e+00
-2.762253705719783931e-02,6.072960411018830246e-02,1.000000000000000000e+00
-2.756115369490259523e-02,6.072168563350065218e-02,1.000000000000000000e+00
-2.749978283264965101e-02,6.071370335468190965e-02,1.000000000000000000e+00
-2.743842409206230862e-02,6.070565920502418028e-02,1.000000000000000000e+00
-2.737707712039001359e-02,6.069755498501991364e-02,1.000000000000000000e+00
-2.731574158832399124e-02,6.068939237551115168e-02,1.000000000000000000e+00
-2.725441718804265737e-02,6.068117294766620096e-02,1.000000000000000000e+00
-2.719310363145795162e-02,6.067289817193042417e-02,1.000000000000000000e+00
-2.713180064863816160e-02,6.066456942607651587e-02,1.000000000000000000e+00
-2.707050798638600125e-02,6.065618800246214137e-02,1.000000000000000000e+00
-2.700922540695373936e-02,6.064775511458808666e-02,1.000000000000000000e+00
-2.694795268687973436e-02,6.063927190303691761e-02,1.000000000000000000e+00
-2.688668961593250820e-02,6.063073944086228712e-02,1.000000000000000000e+00
-2.682543599615073299e-02,6.062215873848933456e-02,1.000000000000000000e+00
-2.676419164096850364e-02,6.061353074817914244e-02,1.000000000000000000e+00
-2.670295637441701467e-02,6.060485636810367810e-02,1.000000000000000000e+00
-2.664173003039456075e-02,6.059613644607173000e-02,1.000000000000000000e+00
-2.658051245199791190e-02,6.058737178294169162e-02,1.000000000000000000e+00
-2.651930349090888400e-02,6.057856313575261248e-02,1.000000000000000000e+00
-2.645810300683061958e-02,6.056971122060142432e-02,1.000000000000000000e+00
-2.639691086696882918e-02,6.056081671529095489e-02,1.000000000000000000e+00
-2.633572694555355240e-02,6.055188026177069083e-02,1.000000000000000000e+00
