-3.038164913970207645e-02,5.885336056625790901e-02,1.000000000000000000e+00
-3.032680173478289470e-02,5.881208161815412033e-02,1.000000000000000000e+00
-3.027030681923921843e-02,5.877921180964460618e-02,1.000000000000000000e+00
-3.021301990745901486e-02,5.875038446798261371e-02,1.000000000000000000e+00
-3.015525094967462863e-02,5.872401756104314585e-02,1.000000000000000000e+00
-3.009715188091588098e-02,5.869933558980987981e-02,1.000000000000000000e+00
-3.003880986376263398e-02,5.867589366349217767e-02,1.000000000000000000e+00
-2.998028008605695821e-02,5.865341009512128889e-02,1.000000000000000000e+00
-2.992159995665981745e-02,5.863169394429523784e-02,1.000000000000000000e+00
-2.986279613696735460e-02,5.861060912727320688e-02,1.000000000000000000e+00
-2.980388837430380383e-02,5.859005485076719533e-02,1.000000000000000000e+00
-2.974489174804064232e-02,5.856995414741556633e-02,1.000000000000000000e+00
-2.968581806201569737e-02,5.855024676866851102e-02,1.000000000000000000e+00
-2.962667674781120988e-02,5.853088457432227554e-02,1.000000000000000000e+00
-2.956747547303915577e-02,5.851182842774028947e-02,1.000000000000000000e+00
-2.950822056401634919e-02,5.849304603845639078e-02,1.000000000000000000e+00
-2.944891730740758357e-02,5.847451042254345893e-02,1.000000000000000000e+00
-2.938957017050152637e-02,5.845619877829230648e-02,1.000000000000000000e+00
-2.933018296532266533e-02,5.843809164855974514e-02,1.000000000000000000e+00
-2.927075897307187743e-02,5.842017228560566350e-02,1.000000000000000000e+00
-2.921130103996959909e-02,5.840242616189490060e-02,1.000000000000000000e+00
-2.915181165210904354e-02,5.838484058803536381e-02,1.000000000000000000e+00
-2.909229299465223434e-02,5.836740441063284490e-02,1.000000000000000000e+00
-2.903274699917569868e-02,5.835010777063114051e-02,1.000000000000000000e+00
-2.897317538192866609e-02,5.833294190803688106e-02,1.000000000000000000e+00
-2.891357967503828744e-02,5.831589900264322335e-02,1.000000000000000000e+00
-2.885396125218108593e-02,5.829897204299896996e-02,1.000000000000000000e+00
-2.879432134986883648e-02,5.828215471776237999e-02,1.000000000000000000e+00
-2.873466108522656701e-02,5.826544132495936612e-02,1.000000000000000000e+00
-2.867498147094096547e-02,5.824882669568485355e-02,1.000000000000000000e+00
-2.861528342790802676e-02,5.823230612954712060e-02,1.000000000000000000e+00
-2.855556779599637343e-02,5.821587533973029277e-02,1.000000000000000000e+00
-2.849583534325663553e-02,5.819953040598819377e-02,1.000000000000000000e+00
-2.843608677384129244e-02,5.818326773422046599e-02,1.000000000000000000e+00
-2.837632273484778922e-02,5.816708402154410762e-02,1.000000000000000000e+00
