"5,200",229.72,220.63,210.67,201.57,191.55,182.23,171.46,160.28,145.09,nan,nan,nan
"5,400",230.54,221.43,211.47,202.38,192.38,183.15,172.66,162.15,148.27,nan,nan,nan
"5,600",231.37,222.23,212.25,203.13,193.16,183.98,173.67,163.61,150.77,nan,nan,nan
"5,800",232.21,223.02,213.01,203.9,193.91,184.76,174.57,164.8,152.74,nan,nan,nan
"6,000",233.01,223.82,213.76,204.63,194.64,185.51,175.38,165.82,154.31,nan,nan,nan
"6,300",234.52,225.08,214.91,205.72,195.7,186.57,176.5,167.12,156.18,nan,nan,nan
"6,600",236.2,226.45,216.1,206.81,196.74,187.59,177.54,168.26,157.66,nan,nan,nan
"7,000",239.09,228.63,217.84,208.33,198.13,188.91,178.85,169.63,159.28,nan,nan,nan
"7,300",241.99,230.68,219.35,209.57,199.2,189.9,179.8,170.59,160.34,nan,nan,nan
"7,600",245.8,233.23,221.13,210.95,200.33,190.91,180.74,171.51,161.32,nan,nan,nan
"8,000",252.82,237.74,224.08,213.1,201.99,192.32,182,172.71,162.53,nan,nan,nan
"8,300",259.97,242.22,226.89,215.05,203.4,193.45,182.97,173.6,163.4,nan,nan,nan
"8,600",269.11,247.9,230.35,217.36,205,194.69,183.98,174.5,164.25,nan,nan,nan
"9,000",284.87,257.75,236.25,221.18,207.52,196.55,185.43,175.74,165.38,nan,nan,nan
"9,300",299.37,267.11,241.83,224.72,209.78,198.14,186.61,176.72,166.24,nan,nan,nan
"9,600",315.71,278.26,248.58,228.96,212.42,199.95,187.9,177.74,167.11,nan,nan,nan
"10,000",338.54,295.69,259.56,235.87,216.63,202.75,189.83,179.22,168.31,nan,nan,nan
