,1,2,5,10,15,25,40,60,80,100
20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
21,725340,nan,nan,nan,nan,nan,nan,nan,nan,nan
22,737050,nan,nan,nan,nan,nan,nan,nan,nan,nan
23,748480,729650,nan,nan,nan,nan,nan,nan,nan,nan
24,759730,742490,nan,nan,nan,nan,nan,nan,nan,nan
25,770860,755000,nan,nan,nan,nan,nan,nan,nan,nan
26,781950,767220,nan,nan,nan,nan,nan,nan,nan,nan
27,793000,779230,nan,nan,nan,nan,nan,nan,nan,nan
28,803980,791050,742490,nan,nan,nan,nan,nan,nan,nan
29,814890,802720,758600,nan,nan,nan,nan,nan,nan,nan
30,825750,814260,773800,nan,nan,nan,nan,423250,435750,449820
31,836560,825690,788280,nan,nan,nan,nan,434600,445580,459100
32,847340,837030,802130,710610,nan,nan,nan,446780,456140,468990
33,858090,848290,815560,735710,nan,nan,nan,459730,467400,479470
34,868820,859490,828690,761250,548050,nan,nan,473410,479320,490500
35,879550,870640,841570,781860,636000,nan,nan,487780,491880,502060
36,890250.0004,881740,854230,799590,696470,nan,nan,502800,505010,514130
37,900929.9999,892780.0004,866660,815710,738650,nan,nan,518410,518710,526670
38,911580.0004,903770.0001,878890,830960,769130,599410,nan,534560,532910,539640
39,922180.0004,914680.0004,890919.9996,845710,792490,642540,nan,551210,547590,553040
40,932729.9999,925510.0003,902780.0004,860110,811770,679610,nan,568310,562700,566810
41,943250.0004,936300,914510.0003,874220,828910,711910,nan,584310,578210,580940
42,953740.0002,947040.0002,926129.9999,888029.9999,845030,740510,632530,603670,594070,595400
43,964250.0004,957789.9997,937689.9997,901540.0002,860720,766190,657880,624350,610260,610150
44,974770.0001,968540.0002,949189.9997,914750.0004,876200,789610,682930,645090,626710,625170
45,985300,979280.0004,960650.0004,927689.9997,891489.9997,811250,707480,665200,643410,640420
46,995840.0002,990019.9996,972070.0001,940410.0003,906510.0003,831490,731380,684380,660310,655890
47,1006360,1000730,983419.9996,952970.0001,921159.9998,850610,754550,702640,677380,671540
48,1016860,1011420,994710.0003,965440.0002,935350.0004,868810,776940,720130,694570,687340
49,1027360,1022090,1005950,977859.9998,949029.9999,886260,798530,737100,711860,703280
50,1037840,1032730,1017130,990289.9997,962219.9996,903080.0004,819320,753820,729210,719320
51,1048320,1043370,1028290,1002450,974980.0004,919350.0004,839360,770540,746590,735450
52,1058800,1054000,1039400,1014510,987400,935140.0002,858690,787480,763980,751630
53,1069270,1064610,1050470,1026450,999619.9996,950510.0003,877350,804790,781330,767850
54,1079740,1075220,1061510,1038310,1011760,965489.9997,895400,822530,798640,784100
55,1090220,1085820,1072530,1050080,1023970,980140.0002,912910.0003,840740,815870,800340
56,1100690,1096420,1083510,1061770,1036350,994480.0004,929919.9996,859350,832990,816590
57,1111170,1107010,1094480,1073390,1048970,1008550,946500,878270,850130,832900
58,1121650,1117610,1105430,1084960,1061860,1022390,962689.9997,897359.9998,866920,848980
59,1132140,1128210,1116360,1096470,1075020,1036010,978540.0002,916470.0001,883500,864910
60,1142630,1138810,1127280,1107950,1088390,1049460,994100,935429.9999,899929.9999,880790
61,1153120,1149400,1138180,1119380,1100390,1062760,1009390,954070.0001,916280.0004,896670.0001
62,1163620,1160000,1149080,1130780,1112340,1075930,1024460,972229.9999,932580.0004,912559.9998
63,1174120,1170600,1159970,1142160,1124240,1089000,1039320,989810.0003,948850.0004,928480.0004
64,1184640,1181210,1170850,1153520,1136120,1101990,1054000,1006710,965089.9997,944429.9999
65,1195160,1191830,1181730,1164870,1147970,1114900,1068510,1022880,981289.9997,960400
66,1205690,1202450,1192620,1176210,1159810,1127760,1082870,1038320,997440.0002,976380.0004
67,1216230,1213070,1203500,1187540,1171630,1140570,1097080,1053060,1013510,992340.0002
68,1226780,1223710,1214380,1198860,1183430,1153330,1111150,1067170,1029500,1008270
69,1237350,1234350,1225260,1210180,1195220,1166040,1125090,1080780,1045370,1024140
70,1247920,1245000,1236150,1221490,1206990,1178690,1138910,1094000,1061130,1039950
71,1258510,1255660,1247030,1232750,1218650,1191130,1152590,1108530,1076740,1055660
72,1269100,1266330,1257920,1244010,1230280,1203500,1166160,1122960,1092210,1071270
73,1279710,1277010,1268800,1255260,1241890,1215820,1179600,1137300,1107520,1086770
74,1290340,1287700,1279690,1266490,1253470,1228080,1192930,1151580,1122670,1102150
75,1300980,1298400,1290590,1277730,1265040,1240300,1206150,1165810,1137660,1117400
76,1311640,1309110,1301500,1288950,1276580,1252480,1219270,1180010,1152490,1132530
77,1322310,1319840,1312410,1300180,1288110,1264630,1232280,1194170,1167170,1147530
78,1333000,1330580,1323330,1311400,1299630,1276740,1245210,1208300,1181700,1162410
79,1343700,1341340,1334260,1322620,1311130,1288820,1258060,1222390,1196110,1177170
80,1354430,1352110,1345210,1333840,1322630,1300880,1270830,1236420,1210390,1191820
81,1365170,1362910,1356160,1345070,1334120,1312900,1283610,1250090,1224560,1206370
82,1375940,1373730,1367140,1356300,1345610,1324910,1296340,1263690,1238630,1220830
83,1386730,1384560,1378120,1367540,1357100,1336890,1309030,1277200,1252620,1235200
84,1397530,1395420,1389120,1378780,1368590,1348870,1321670,1290640,1266540,1249490
85,1408360,1406290,1400140,1390030,1380080,1360840,1334270,1304010,1280400,1263720
86,1419220,1417190,1411170,1401290,1391580,1372800,1346850,1317320,1294210,1277890
87,1430090,1428110,1422230,1412570,1403080,1384750,1359400,1330580,1307970,1292010
88,1440990,1439060,1433300,1423850,1414590,1396710,1371920,1343780,1321710,1306080
89,1451920,1450020,1444390,1435150,1426100,1408660,1384430,1356940,1335410,1320100
90,1462860,1461020,1455500,1446460,1437630,1420610,1396920,1370060,1349080,1334090
91,1473840,1472030,1466630,1457790,1449170,1432550,1409420,1383200,1362630,1347940
92,1484840,1483070,1477790,1469140,1460710,1444490,1421900,1396320,1376150,1361750
93,1495860,1494130,1488960,1480510,1472280,1456430,1434380,1409420,1389640,1375520
94,1506910,1505220,1500160,1491890,1483850,1468380,1446870,1422500,1403110,1389260
95,1517990,1516330,1511390,1503300,1495440,1480330,1459350,1435580,1416560,1402970
96,1529090,1527470,1522630,1514730,1507050,1492280,1471840,1448640,1430000,1416650
97,1540220,1538630,1533900,1526170,1518670,1504250,1484330,1461690,1443430,1430310
98,1551380,1549830,1545200,1537640,1530310,1516220,1496820,1474740,1456850,1443950
99,1562560,1561040,1556520,1549130,1541970,1528200,1509330,1487770,1470270,1457580
100,1573770,1572290,1567870,1560650,1553650,1540180,1521830,1500800,1483680,1471190
101,1585010,1583560,1579240,1572180,1565340,1552180,1534320,1513810,1497040,1484760
102,1596280,1594860,1590630,1583730,1577050,1564180,1546800,1526790,1510380,1498310
103,1607580,1606190,1602050,1595310,1588770,1576200,1559280,1539770,1523710,1511840
104,1618910,1617540,1613500,1606900,1600510,1588220,1571760,1552740,1537030,1525360
105,1630260,1628930,1624970,1618520,1612270,1600260,1584240,1565690,1550330,1538870
106,1641640,1640340,1636460,1630160,1624050,1612300,1596720,1578630,1563610,1552360
107,1653060,1651780,1647990,1641820,1635850,1624360,1609190,1591550,1576880,1565850
108,1664500,1663240,1659540,1653510,1647670,1636430,1621660,1604470,1590130,1579320
109,1675970,1674740,1671110,1665220,1659500,1648520,1634130,1617360,1603370,1592780
110,1687470,1686260,1682710,1676950,1671360,1660610,1646590,1630250,1616590,1606230
111,1698990,1697820,1694340,1688700,1683230,1672720,1659050,1643120,1629790,1619670
112,1710550,1709400,1706000,1700480,1695130,1684850,1671510,1655980,1642980,1633100
113,1722140,1721010,1717680,1712280,1707040,1696990,1683970,1668830,1656140,1646530
114,1733750,1732650,1729390,1724100,1718970,1709150,1696420,1681660,1669300,1659940
115,1745400,1744310,1741120,1735940,1730920,1721320,1708870,1694490,1682430,1673350
116,1757070,1756010,1752880,1747810,1742900,1733500,1721330,1707300,1695550,1686750
117,1768780,1767730,1764670,1759700,1754890,1745710,1733780,1720100,1708660,1700150
118,1780510,1779490,1776480,1771620,1766910,1757920,1746230,1732890,1721750,1713540
